,index,text
19000,Repairing.xls,"Candidates must possess previous experience of 0-3 years in the millwright field or in a related area. Employees can also qualify for this position if they have obtained their NCCER certification, or if they have completed a related program through an accredited technical school. Individual should possess basic knowledge of commonly-used concepts, practices, and procedures within the millwright field. They will rely on instructions and pre-established guidelines to perform job functions, and will work under immediate supervision.
 
Primary job functions do not typically require exercising independent judgment. They may transfer from one task to another as they are directed. Generally, these employees may specialize in working on certain pieces of equipment and have a narrower base of knowledge. They are required to assist with maintaining tools and equipment, and they will perform various cleanup and housekeeping activities. They are to observe and follow all safety rules and procedures set forth by Industrial Mechanical, Inc. and OSHA. These employees report to a Foreman, General Foreman, or Project Manager.
 
Tasks that Millwrights are required to perform include, but are not limited to:
 
 
 Installing, repairing, and maintaining machinery and equipment according to construction plans, blueprints, and other drawings in industrial establishments, using hoists, lift trucks, hand tools, and power tools. 
 Accurately apply intermediate mathematical skill, including addition, subtraction, multiplication, division, and conversion of fractions and decimals. 
 Read blueprints and schematic drawings to determine work procedures. 
 Dismantle machines using hand tools. 
 Identify hand tools, fasteners, and other equipment used in the trade and distinguish their applications. 
 Moves machinery and equipment using hoists, dollies, rollers, and trucks. 
 Assembles and installs equipment, such as shafting, conveyors, gearboxes and pumps, using hand tools and power tools. 
 Aligns machines and equipment using hoists, jacks, hand tools, squares, rules, micrometers, and plumb bobs. 
 Assembles machines, and bolts, welds, rivets, or otherwise fastens them to foundation or other structures, using hand tools and power tools. Must have knowledge of load-bearing capabilities of foundations. 
 Perform routine tasks, such as lubrication of machinery, bearing replacement, seal replacement, cleaning of parts during an overhaul and preventative maintenance. 
 Perform installation and maintenance work as part of a team of skilled trade staff. 
 Knowledge of fluid mechanics (hydraulics and pneumatics), and all of the components involved in these processes, such as valves, cylinders, pumps, and compressors. 
 Ability to work within precise limits or standards of accuracy, at heights without fear; the use of logical step-by-step procedures in work; planning, solving problems, and decision-making based on quantifiable information. 
 Provide mentoring to both Millwright Helpers and Millwright Trainees."
19001,Repairing.xls,"The Company
 Imerys is a world leader in creating specialty solutions that improve everyday life through minerals. Our success is built on our people, and creating an environment where our 17,800 employees around the globe can thrive.
 We passionately believe that our teams are at their best when they have the opportunity to learn, collaborate and find new ways to solve our customers’ challenges, no matter what part of the business they are in.
 
 We can offer you a variety of work and real opportunities to make an impact and be part of our evolution.
 If you want to grow your skills and develop your career, find out more at  www.imerys.com
 The Position
 Multi-Craft Mechanic
 Job Summary
 KEY TASKS & RESPONSIBILITIES:
 Safely perform all tasks to include following all safe access systems (LOTO, confined space, fall protection, etc.), conduct daily area inspections, and perform housekeeping in work areas.
 Perform daily routine maintenance/safety inspections. Utilize good housekeeping practices. Perform preventative/corrective maintenance tasks as assigned.
 Inspect, operate, and test machinery and equipment in order to diagnose machine malfunctions. Perform root cause analysis to prevent repeat failures.
 Perform routine preventive maintenance to maintain basic conditions to ensure that equipment and systems continue to run smoothly, efficiently and do not deteriorate.
 Diagnose electrical and mechanical problems and determine how to correct them, check drawings/blueprints, repair manuals and parts catalogs as necessary.
 Adjust functional parts of devices and control instruments, repair or replace defective equipment.
 Dismantle devices to gain access to and remove defective parts, using hoists, cranes, hand tools and power tools.
 Record maintenance and repair work performed and the costs of the work in appropriate format.
 Recommend changes to equipment/process in order to improve efficiencies.
 Perform other duties as assigned  .
 High School Diploma or equivalent and 5 years experience working within an industrial environment. Must demonstrate mechanical and electrical aptitude and skills as determined by written and practical assessment
 SKILLS & ATTRIBUTES:
 Demonstrate a real concern for getting the job done safely and efficiently.
 Make accurate diagnosis of potential equipment failures with minimum supervision.
 Read, understand and work from sketches, drawings or blueprints and oral instructions with little coaching or interpretations being required.
 Do a complete and thorough job of preventive maintenance on plant equipment through understanding the equipment’s function and deterioration process.
 Correctly identify replacement parts in manufacturer’s catalogs and equipment list to repair or replace equipment.
 Position Type
 Full time
 and
 Permanent
 Only technical issues will be monitored through the below inbox:
 recruiting.support@ imerys.com
 
 
 PLEASE DO NOT SUBMIT RESUMES OR APPLICATIONS TO THIS EMAIL, AS THEY WILL NOT BE REVIEWED.
 
 
 To ensure fairness and legal compliance in our recruitment processes, only applications received through the online application process will be considered.
 IMERYS is an Affirmative Action and Equal Opportunity Employer and it is our policy to not discriminate against any employee or applicant for employment because of race, color, religion, sex, national origin, age, marital status, sexual orientation, gender identity, genetic information, disability, veteran status, or any other status protected by federal, state or local laws."
19002,Repairing.xls,"Company Overview: 
Dematic is an intralogistics innovator that designs, builds and supports intelligent, automated solutions for manufacturing, warehouse and distribution environments for customers that are powering the future of commerce. With engineering centers, manufacturing facilities and service centers located in more than 25 countries, Dematic’s global network of 8,000 employees have helped achieve more than 6,000 worldwide customer installations for some of the world’s leading brands. Headquartered in Atlanta, Dematic is a member of KION Group, a global leader in industrial trucks, supply chain solutions and related services, and a leading provider of warehouse automation. 
The Role: 
Dematic Corporation is hiring for an Electrical Maintenance Technician for a client location based in  Beech Island, South Carolin a. The ideal candidate will be a motivated, self-started, with superior preventative maintenance and repair skills. 
 
 The Maintenance Technician Responsibilities Include: 
 
Installing and repairing electrical systems and electronic components of industrial machinery and equipment, following electrical code 
Installing power supply wiring and conduit for newly installed machines and equipment, such as conveyors, and programmable controllers, using hand tools and voltage tester 
Connecting power supply wires to machines and equipment 
Diagnosing and replacing faulty mechanical, hydraulic, and pneumatic components of machines 
Maintaining a clean and safe work area 
Working within cross-functional teams to develop strategies for improving plant performance 
The Maintenance Technician Requirements: 
 
Experience in an industrial/manufacturing environment as an electrician mechanic 
Ability to troubleshoot mechanical, hydraulic, pneumatic and electrical circuits 
Ability to interpret schematic, mechanical, electrical, ladder logic, hydraulic and pneumatic diagrams 
A working knowledge of OSHA procedures 
An understanding of machinery and equipment related industrial manufacturing is preferred 
Be able to stand, walk, squat, bend and conduct visual inspections 
 
Job Family Responsibilities: 
Participates in semi-complex equipment trial runs, investigative tests, repairs and overhauls. Participates in training customers on semi-complex products and services. Performs semi-complex maintenance on tools, test equipment, etc., and maintains documents of all inspections, maintenance and repair work, and failures. Participates in responding to semi-complex service calls. Participates in the assessment of semi-complex product/equipment performance based on field support data and recommends modifications or improvements. 
 
Key Responsibilities: 
Performs semi-complex work within technical or paraprofessional area. Effectively identifies problems as they occur and takes appropriate steps to solve them in situations where the problem is not difficult or complex. Refers complex, unusual problems to others. 
What We Are Looking For: 
Qualifications: 
Trade school graduate or two year Associates degree in a mechanical, electrical, or mechanical technician program. Bachelors degree in Engineering preferred. 
Two years (minimum) experience in troubleshooting electromechanical and/or mechanical equipment. Successful candidate must have some working experience with material handling equipment. Service experience with AGVS, AS/RS, or conveyors is highly prized. 
Must be willing to be on call and travel accordingly. 
Willingness to work weekends, holidays and off shifts. 
Must be able to act calmly in stressful situations. 
Must be able to write concise, clear, and complete trip reports in the time frame required according to Dematic procedures. 
Must have knowledge in the use of personal computers for word processing, data base functions and communications. Understanding personal computer hardware setup and software configuration required. 
Working experience with troubleshooting PLC's is required. 
Knowledge and Experience: 
 
Demonstrates comprehensive working knowledge of a technical or specialty area, and of operations, methods, and practices. Generally, 2-5 years of successful experience in area of responsibility and successful demonstration of Key Responsibilities and Knowledge as presented above.
 
 
 Key Working Relationships: 
 
Primarily intra-organizational contacts and limited external contacts."
19003,Repairing.xls,"Job Summary 
NSA is growing by leaps and bounds and is in need of skilled/experienced Facilities and Logistics professionals. NSA currently has several opportunities in Facility Project Management, Electricians, Carpenters, HVAC Mechanics, Property Administrative Officers, and many more. 
Qualifications 
Salary Range: $43,251 - $68,777 (Entry/Developmental)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree and no experience. A high school diploma or GED plus 4 years of relevant experience or an Associate's degree plus 2 years of relevant experience may be considered.
Degree must be in a Construction or related field (e.g., Architecture, Electrical, Mechanical, Industrial Design, Engineering, Space Planning, and Interior Design) or a Business related field (e.g., Economics, Marketing, Accounting, Business Administration, and Finance) or Information Technology or related field.
Relevant experience must be in operation, maintenance, repair, modification, design, construction, and/or inspection of facilities. Experience in project management and Building Owners and Managers Institute (BOMI) certification is preferred.
Salary Range: $64,009 - $99,741 (Full Performance)
*The qualifications listed are the minimum acceptable to be considered for the position. Salary offers are based on candidates' education level and years of experience relevant to the position and also take into account information provided by the hiring manager/organization regarding the work level for the position.
Entry is with a Bachelor's degree plus 3 years of relevant experience, or a Master's degree plus 1 year of relevant experience. A high school diploma or GED plus 7 years of relevant experience or an Associate's degree plus 5 years of relevant experience may be considered.
Degree must be in a Construction or related field (e.g., Architecture, Electrical, Mechanical, Industrial Design, Engineering, Space Planning, and Interior Design) or a Business related field (e.g., Economics, Marketing, Accounting, Business Administration, and Finance) or Information Technology or related field.
Relevant experience must be in operation, maintenance, repair, modification, design, construction, and/or inspection of facilities, and include serving either as a contracting representative, project manager (preferably in facilities), or team lead/supervisor OR having technical expertise in a facilities specialty (e.g., chilled water, electrical power, indoor air, outage coordination). Building Owners and Managers Institute (BOMI) and/or Project Management Professional (PMP) certification is preferred. 
Competencies 
- Inspect and monitor the condition of facilities systems and equipment (for example, HVAC, electric, plumbing, security).
- Follow safety and security procedures and practices when operating machinery, vehicles, or equipment. 
Pay, Benefits, & Work Schedule 
On-the job training, Internal NSA courses, and external training will be made available based on the need and experience of the selectee. 
How to apply 
To apply for this position, please click the 'Apply' button located at the top right of this posting. After completing the application for the first time, or reviewing previously entered information, and clicking the 'Submit' button, you will receive a confirmation email. Please ensure your spam filters are configured to accept emails from noreply@intelligencecareers.gov.
***PLEASE NOTE: U.S. Citizenship is required for all applicants. Reasonable accommodations provided to applicants with disabilities during the application and hiring process where appropriate. NSA is an equal opportunity employer and abides by applicable employment laws and regulations. All applicants and employees are subject to random drug testing in accordance with Executive Order 12564. Employment is contingent upon successful completion of a security background investigation and polygraph.
This position is a Defense Civilian Intelligence Personnel System (DCIPS) position in the Excepted Service under 10 U.S.C. 1601. DoD Components with DCIPS positions apply Veterans' Preference to eligible candidates as defined by Section 2108 of Title 5 USC, in accordance with the procedures provided in DoD Instruction 1400.25, Volume 2005, DCIPS Employment and Placement. If you are a veteran claiming veterans' preference, as defined by Section 2108 of Title 5 U.S.C., you may be asked to submit documents verifying your eligibility.
Please note that you may be asked a series of questions depending on the position you apply for. Your responses will be used as part of the screening process of your application and will assist in determining your eligibility for the position. Be sure to elaborate on experiences in your resume. Failure to provide the required information or providing inaccurate information will result in your application not being considered for this position. Only those applicants who meet the qualifications for the position will be contacted to begin employment processing.
Please Note: Job Posting could close earlier than the closing date due to sufficient number of applicants or position no longer available. We encourage you to apply as soon as possible. 
DCIPS Disclaimer 
The National Security Agency (NSA) is part of the DoD Intelligence Community Defense Civilian Intelligence Personnel System (DCIPS). All positions in the NSA are in the Excepted Services under 10 United States Codes (USC) 1601 appointment authority. 
arrow_upward Back to Top"
19004,Repairing.xls,"Maintenance Mechanic 
 AJM Packaging Corporation is a leading manufacturer of branded and private label paper products including plates, bowls, cups, and bags. As we continue to grow and expand our operations, we are looking for a Maintenance Mechanic. 
 The Maintenance Mechanic will perform a range of important process, equipment and facility related tasks. 
 Position Requirements include: 
 Repair, maintenance and/or installation of mechanical equipment and production machinery 
 Troubleshoot production machinery and related equipment. 
 Hands-on experience in three phase electrical, servo-motors, tool & die repair, pneumatics, hydraulics, machining, welding, etc. 
 
 Education and Experience: 
 High school diploma or general education degree (GED) preferred. 
 Three years or more of industrial maintenance experience preferred. 
 
 Benefits:
 As an AJM employee, you will receive a competitive salary and benefits package including medical insurance, short-term disability, a 401(k) plan, and paid vacation days. For more information about the benefits package for this position, please speak to a Human Resources representative during the application process. 
 What’s Next: 
 Recognizing that the skills and passion of our employees drive our continued success, we strive to hire top talent who share our vision and values. If you are interested in joining our team and finding your place at our growing company, apply today."
19005,Repairing.xls,"Meet your future employer  ONLINE on Thursday, May 28th! Dozens of companies and government agencies will participate in the Corporate Gray Virtual Military-Friendly Job Fair - online - from 10 am until 2 pm (ET). Participating Companies and Agencies:   Alion Science and Technology, Applied Materials, Artlin Consulting, AutoZone, BAE Systems, Ball Aerospace and Technologies, California Correctional Health Care Services, Carter Machinery, Cleveland Brothers, DEFTEC, Eaton Corporation, Edward Jones, First Command Financial Services, HII Newport News Shipbuilding, HII Technical Solutions, Hampton Roads Workforce Council, Heavy Construction Academy, IDS International, Intelsat, Inter-Con Security Systems, Leidos, Lockheed Martin, Los Alamos National Laboratory, Raytheon Technologies, SAIC, Sentara Healthcare, Sutherland, The GBS Group, Transportation Security Administration, U.S. Capitol Police, U.S. Department of Energy, U.S. Postal Service, Visual Awareness Technologies and Consulting, VT Group, WR Systems . . . for the most up-to-date list, please visit https://www.corporategray.com/jobfairs/418 Candidate preregistration is free - and required!  See instructions at end of this posting. (Your Indeed ""application"" is not sufficient for this event. Please register on Corporate Gray as well.) Eligibility:   This job fair is free and open to ALL candidates and is especially geared to members of the military community - transitioning military members, veterans, and their spouses. All services (Army, Navy, Air Force, Marine Corps, Coast Guard). Active Duty, Reserve, and National Guard. All ranks (officer and enlisted). All occupational specialties. Candidates without military experience are welcome, but some positions may require U.S. Citizenship, a Security Clearance (Secret, Top Secret, TS/SCI, etc.), or Military Experience. Thousands of Jobs, including:   Project Manager, Program Manager, Electrical Engineering Technician, Cybersecurity Engineer, Software Developer/Engineer, IT Technician, Electronics Technicians, AEGIS and SSDC Technical Operator/Trainers, Computer/Network Technicians, Engineers, Weapon and Combat Systems, Intelligence Analysts, Welders, Staff Operations Officer, Targeting Officer, Language Officer, Operations Officer, Collection Management Officer, Contracting Officer, Gas Compression Mechanics, Truck Mechanics, Construction Equipment Mechanics, Financial Advisor, Inside Sales Representatives, Technicians, Advisors, Logistics, Prototyping, Database Management, Forklift Operator, Machine Operator, Supervisor, Supply Chain Specialist, Warehouse Manager, Avionics and Aircraft Contract Administrator and Negotiator, Cyber Security Engineer, Industrial Security Representative, Information Assurance Engineer, Network Engineer, Aircraft Mechanic, Production Planner and Scheduler, Engineer, Quality Analyst, Engineering Technician, Quality Analyst, Project Management Analyst, Trades, SeaBees, Fire Control Technician, Business Process Analyst, Technology Management Analyst, Police Officer, Commercial Driver (Tractor Trailer, CDL), Automotive Technician, City Carrier, Mail Processing Clerk, Customer Service Representative, Security Guard, Armed Uniform Protection Officer, Defense Acquisition Reporting and Analytics SME, Data Analyst, Data Scientist, Financial and Budget Analyst Consultant, GBSD Mission Defense Section Lead, Software Engineer, Technical Writer, Support Equipment Engineer, Senior Scientist, GPS Systems Integration Engineer Senior Principal, F-35 Field Service Engineer, Senior Drafting Design Checker, Mechanical Designer, Defense Information System Analyst, Technical Subject Matter Expert, Weapon System Effectiveness Section Lead, Help Desk Specialist, Semiconductor Equipment Maintenance Technician, Hydraulic Cylinder Technician, Heavy Equipment Hauler, Mobile Lube Technician, Military Analyst, Analytic Methodologist, Facilities Project manager, Cartographer, Accountant, Environmental Safety Officer, Polygraph Examiner, Attorney, Contract Auditor, Paralegal, Education and Training Specialist, Administrative Professional, Office Manager, District Recruiter, Administrative Assistant, Power Systems Service Advisor, Construction Supervisor, Cost Control Analyst, Cost Estimating Analyst, Project Management Analyst, AutoCAD Designer, Account Manager, Field Supervisor, Dispatcher, SharePoint Administrator, COMSEC Administrator – TS/SCI w/Poly, Senior Full Stack Developer, HUMINT Instructor, Master Electrician, Drafting Specialist/CADD Technician, Transportation Specialist, Operations Supervisor, Aircraft Electrical Engineer, Modeling and Simulation Analyst, Configuration and Data Management Analyst, Radiographer X-Ray Technician, Program Planner, Satellite Systems Engineer, Optical Engineer, Hardware Design Engineer, Systems Requirements and Design Engineer, Human Resources Associate, Property Analyst, Customer Service Consultant, Streaming Support Specialist, General Clerk, Occupational Health Nurse, and many more. Candidate preregistration is free - and required! Please visit: https://www.corporategray.com Click the blue ""Login or Sign Up"" button on the top right. Click the red ""Create an Applicant Account"" button on the right (or enter your Corporate Gray username and password if you have one). If you create a new account, check your email account for an activation link (check your spam folder, too). Click the activation link and sign in using your new username and password. Click the JOB FAIRS tab on the black menu bar at the top. Click the ""register"" link next to the May 28 2020 Job Fair listing. If you haven't previously uploaded a resume, you will be prompted to do so. Then click the blue ""Register"" button. Click on the blue ""Continue with Last Step of Registration"" button to go to the sign-in/sign-up page for this event on the eCareerFairs website. Sign in to your eCareerFairs account if you have one, or under ""Create a new job seeker account,"" click the ""Create account"" link. Then upload your resume and submit the form. Yes. You have to register in both places (Corporate Gray and eCareerFairs) because we are using that virtual platform to host the event. The benefit is that recruiters will be able to access your resume from both sites, and you can search for their job postings on both sites. We hope to see you online! Job Type: Full-time Salary: $40,000.00 to $150,000.00 /year Benefits: Other Schedule: Other Company's website: https://www.corporategray.com"
19006,Repairing.xls,"We are seeking a Traveling Electrical Maintenance Mechanic to join our team! You will maintain and repair industrial production and processing machinery. Responsibilities: Repair, install, and adjust industrial machinery Troubleshoot and repair defective equipment Perform routine preventative maintenance Respond to work order requests in a timely fashion Adhere to all safety policies and procedures Troubleshoot and repair 480 volt systems Troubleshoot 3 phase motors and replace Troubleshoot variable frequency drives and programmable logic controllers Qualifications: Previous experience in machinery or other related fields Strong mechanical aptitude and troubleshooting skills Familiarity with industrial tools and equipment Ability to handle physical workload Job Types: Full-time, Contract Salary: $0.00 to $24.00 /hour Benefits: 401(k) 401(k) Matching Dental Insurance Health Insurance Paid Time Off Referral Program Vision Insurance Work authorization: United States (Required) Required travel: 100% (Required) Contract Length: 3 - 4 months 5 - 6 months Contract Renewal: Possible Full Time Opportunity: Yes Additional Compensation: Other forms Work Location: One location Pay Frequency: Weekly Schedule: Monday to Friday Weekends required Holidays required Day shift Night shift Overtime 8 hour shift 10 hour shift 12 hour shift On call Overnight shift Company's website: Skillwork Company's Facebook page: Skillwork Benefit Conditions: Waiting period may apply Work Remotely: No"
19007,Repairing.xls,"RESPONSIBILITIES OF THE SHIPYARD CRANE SERVICE MECHANIC TECHNICIAN  Responsible for troubleshooting, maintenance, and repair of gantry, electric, heavy lift and mobile cranes. Must have a strong diesel engine, hydraulic, pneumatic, and electrical background. Must be able to diagnose, repair, remove, and install heavy equipment components. Read, understand and interpret operating manuals, P&ID, control schematics, and technical drawings. Ability to work with, diagnostic, and repair electronic, VFD, PLC, CMS, and LMI systems. Ability to configure and service process controls Maintain conformity to safety requirements and other regulations. Skills and Experience Requirements Minimum 5 years of experience in the maintenance of heavy equipment, instrumentation and/or electrical systems in an industrial environment. Strong initiative required and ability to work independently with minimal direct supervision. Locate, diagnose, and repair electrical and instrumentation malfunctions. Ability to operate aerial man lifts, forklifts, and other PITs. Able to climb crane stairs and ladders and lift 50 lbs. Must be computer literate and have strong interpersonal skills. Ability to work safely around moving machinery and outdoors in changing weather conditions. Proven experience in preventive and predictive maintenance of industrial heavy lift equipment. Job Type: Full-time Salary: $30.00 /hour Experience: mechanical: 5 years (Preferred) mechanic: 5 years (Preferred) Benefits: Health insurance Dental insurance Vision insurance Retirement plan Schedule: Monday to Friday Overtime Other Work Remotely: No"
19008,Repairing.xls,"Epsilon Systems Partners is seeking a full time Machinery Maintenance Mechanic in San Diego, CA. 
 Summary:   The Machinery Maintenance Mechanic conducts maintenance, troubleshooting and repair of Mechanical Equipment. 
 Duties and Responsibilities: 
 Repairs and maintains industrial equipment in accordance with diagrams, sketches, operation manuals, and manufacturer’s specifications on all machinery and mechanical equipment, including engines, motors, pneumatic tools, and production machines and equipment, via the use of hand tools, power tools, and precision-measuring and testing instruments, as needed. 
 Performs preventative and corrective maintenance tasks associated with the upkeep and operation of various types of equipment, based on a maintenance schedule provided by the Government. 
 Troubleshoots, performs and/or assists personnel in operational testing, removals/installations, alignments, assembly/disassembly and equipment inspections, as needed. 
 Sets up and operates lathes, drill presses, grinders, and other metalworking tools to make and repair parts. 
 Rebuilds centrifuges, gears, vane pumps, hydraulic systems, rubber conveyor belts, and pillow block bearings. 
 Conforms to applicable safety precautions and required safety devices for handling volatile liquids and gasses. 
 Ensures proper operation of shop machinery and mechanical equipment by completing preventive maintenance requirements on engines, motors, pneumatic tools, conveyor systems, and production machines by following diagrams, sketches, operations manuals. 
 Uses manufacturer’s instructions, and engineering specifications to troubleshoot any equipment and/or machinery malfunctions. 
 Assists electricians in installing and repairing wiring, fixtures, and equipment in shipyard facilities while having a basic electrical knowledge 
 Assists the Government to perform rigging and building crane operations. 
 Moves furniture. 
 Drives company vehicles and golf carts to and from various facilities. 
 
 
 Required Qualifications: 
 High School Diploma or equivalent 
 Minimum 1 year of experience with equipment maintenance 
 Possess and maintain a valid Class C issued driver’s license 
 Possess a DOD security clearance 
 Ability to wear a full-face respirator 
 Pursuant to the various government contractual requirements, all applicants must be U.S. citizens 
 
 Preferred Qualifications: 
 Minimum 5 year’ experience with machinery maintenance 
 
 ADA Notations: 
 Ability to lift 50 lbs 
 Walk, stand, climb stairs, have dexterity as well as have visual skills in order to assess work requirements and/or command moves as required to complete assigned tasks 
 Work in industrial environment 
 Conducts inventories in industrial areas that would require the use of personal protective equipment 
 
 
 Epsilon Systems Partners and its subsidiaries is proud to be Equal Employment Opportunity and Affirmative Action employer, Minority/Female/Disability/Veterans."
19009,Repairing.xls,"Date:  May 13, 2020
 Location:  Carlsbad, CA, CA, US
 Company:  Glanbia
 Maintenance Mechanic and Facilities 
 Job Description Revised January 2019 
 
 Supervisor’s Title:  Maintenance Manager 
 Department:  Maintenance 
 Exempt Status:  Exempt, Grade 
 
 At Glanbia Nutritionals Inc., our portfolio centers around dairy and non-dairy nutritional ingredients. We co-innovate and deliver ingredient solutions and precision premixes for use in the mainstream food and beverage, infant and clinical, and functional nutrition markets. We are the number one provider of whey-based nutritional ingredients globally and the number one producer of American-style cheddar cheese. Our protein systems have transformed the bar and beverage categories — bringing increased levels of protein, cleaner labels and greater product functionality to market. We have a direct presence in 21 countries, with manufacturing facilities in the US, Germany and China, and international sales and technical offices around the world. 
 Job Summary 
 
 Assists in setting up, installing, repairing, and maintaining machinery and equipment, and in fabricating metal parts and tools. Assists in the maintenance of the facility including configuration, floor/wall/ceiling repair, HVAC maintenance, and domestic electrical. 
 
 Essential Functions 
 Ensure operation of machinery and mechanical equipment by completing preventive maintenance on motors, pneumatics, conveyor systems, gearboxes, hydraulic/pneumatic systems and process equipment. 
 Repair mechanical equipment including conveyors, gear reducers, seals, bearings, hydraulic/pneumatic systems, blowers, and vacuum systems. 
 Locate sources of problems by observing mechanical devices in operation. 
 Assist operators and maintenance employees in diagnosing machinery and equipment. 
 Remove defective parts by dismantling devices, using hoists, hand tools and power tools. 
 Maintain infrastructure in facility and mechanical, electrical, plumbing, and cosmetic building repair 
 Contributes to team effort by accomplishing tasks. 
 Maintain continuity among work teams by documenting and communication actions, irregularities, and continuing needs. 
 Recommend measures to improve production methods, equipment performance and quality of production. 
 Preform general housekeeping of maintenance/parts areas, breakdown analysis, and any other duties considered appropriate. 
 Should be well versed in three of the following competencies:
 Electrical; high and low voltage 
 Welding 
 Utilities: Domestic HVAC and compressed air 
 Industrial Mechanic 
 Process Understanding 
 Instrumentation 
 Facilities maintenance 
 Additional Functions 
 Perform other duties as assigned. 
 Qualifications 
 Associates/technical degree in an engineering or a related field or equivalent work experience. 
 Ability to read, analyze, and interpret general business periodicals, professional journals, technical procedures, or governmental regulations. 
 Ability to write reports, business correspondence, and procedure manuals. 
 Ability to effectively present information and respond to questions from groups of managers, clients, customers, and the general public. 
 Ability to compute rate, ratio, and percent and to draw and interpret bar graphs. 
 Understanding of TPM and similar continuous improvement methodologies. 
 Provide leadership to others through example and sharing of knowledge/skill. 
 Ability to define problems, collects data, establishes facts, and draw valid conclusions and deal with a variety of concrete variables. 
 Ability to interpret a variety of instructions furnished in written, oral, diagram, or schedule form. 
 Ability to prioritize tasks, handle multiply projects simultaneously and delegate assignments to others. 
 Proficient personal computer skills including electronic mail, record keeping, routine database activity, word processing, spreadsheet, graphics, etc. 
 Comply with all safety policies, practices and procedures. Report all unsafe activities to supervisor and/or Human Resources 
 Participate in proactive team efforts to achieve departmental and company goals. 
 
 Typical Physical Activity 
 Physical Demands 
 Regularly involves talking or listening, standing and walking, and the use of hands and fingers. 
 Frequently involves sitting, and reaching with hands and arms 
 Occasionally involves crouching, stooping, kneeling and/or climbing or balancing. 
 Physical Requirements 
 Must be able to lift and carry items weighing up to 50 pounds. 
 Manual dexterity sufficient to reach/handle items, works with the fingers, and perceives attributes of objects and materials. 
 Involves moderate physical activity performing somewhat strenuous daily activities of a primarily product/technical nature. 
 Should be able to identify and distinguish colors, see clearly at 20 inches or closer and 20 feet or more, observe an area that can be seen up and down or to the left and right while eyes are fixed on a given point, judge distances and spatial relationships, and adjust the eye to bring an object into sharp focus. 
 Typical Environmental Conditions 
 May be exposed to loud noise levels (i.e. manufacturing equipment). 
 May be exposed to humidity, intense heat, and fumes and toxic chemicals. 
 May work in areas with mechanical moving parts, above ground with risk of fall, or areas with risk of electrical shock. 
 Travel Requirements 
 Minimal overnight travel (up to 10%) by land and/or air. 
 Disclaimer 
 
 Must perform the essential duties and responsibilities with or without reasonable accommodation efficiently and accurately without causing significant safety threat to self or others. The above statements are intended to describe the general nature and level of work being performed by employees assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and/or skills required of all personnel so classified. 
 
 Are you someone who likes to make it happen, make it better and make it fun?  If so, our company offers you an excellent opportunity to do really interesting work and develop a career in a dynamic and innovative environment that is all about making you and our business successful. 
 
 
 Nearest Major Market:  San Diego"
